Invoice ID,Branch,City,Customer type,Product line,Unit price,Quantity,Tax 5%,Sales,Date,Time,Payment,cogs,gross margin percentage,gross income,Total Sale,Time of the day,Day of the week
498-41-1961,Cairo,Mandalay,Normal,Health and beauty,66.68,5,16.67,350.07,2019-02-20,2026-04-20 18:01:00,Cash,333.4,4.761904762,16.67,333.40000000000003,Evening,Wednesday
593-95-4461,Giza,Naypyitaw,Member,Home and lifestyle,74.86,1,3.743,78.603,2019-03-24,2026-04-20 14:49:00,Cash,74.86,4.761904762,3.743,74.86,Afternoon,Sunday
226-71-3580,Giza,Naypyitaw,Normal,Sports and travel,23.75,9,10.6875,224.4375,2019-01-31,2026-04-20 12:02:00,Cash,213.75,4.761904762,10.6875,213.75,Afternoon,Thursday
283-79-9594,Cairo,Mandalay,Normal,Food and beverages,48.51,7,16.9785,356.5485,2019-01-25,2026-04-20 13:30:00,Credit card,339.57,4.761904762,16.9785,339.57,Afternoon,Friday
430-60-3493,Alex,Yangon,Member,Home and lifestyle,94.88,7,33.208,697.368,2019-02-03,2026-04-20 14:38:00,Cash,664.16,4.761904762,33.208,664.16,Afternoon,Sunday
139-20-0155,Cairo,Mandalay,Member,Electronic accessories,40.3,10,20.15,423.15,2019-01-24,2026-04-20 17:37:00,Credit card,403.0,4.761904762,20.15,403.0,Afternoon,Thursday
558-80-4082,Giza,Naypyitaw,Normal,Electronic accessories,27.85,7,9.7475,204.6975,2019-03-14,2026-04-20 17:20:00,Ewallet,194.95,4.761904762,9.7475,194.95000000000002,Afternoon,Thursday
278-97-7759,Alex,Yangon,Member,Electronic accessories,62.48,1,3.124,65.604,2019-02-18,2026-04-20 20:29:00,Cash,62.48,4.761904762,3.124,62.48,Evening,Monday
316-68-6352,Alex,Yangon,Member,Food and beverages,36.36,2,3.636,76.356,2019-01-21,2026-04-20 10:00:00,Cash,72.72,4.761904762,3.636,72.72,Morning,Monday
585-03-5943,Cairo,Mandalay,Normal,Health and beauty,18.11,10,9.055,190.155,2019-03-13,2026-04-20 11:46:00,Ewallet,181.1,4.761904762,9.055,181.1,Morning,Wednesday
211-05-0490,Giza,Naypyitaw,Member,Electronic accessories,51.92,5,12.98,272.58,2019-03-03,2026-04-20 13:42:00,Cash,259.6,4.761904762,12.98,259.6,Afternoon,Sunday
727-75-6477,Giza,Naypyitaw,Normal,Electronic accessories,28.84,4,5.768,121.128,2019-03-29,2026-04-20 14:44:00,Cash,115.36,4.761904762,5.768,115.36,Afternoon,Friday
744-02-5987,Alex,Yangon,Member,Home and lifestyle,78.38,6,23.514,493.794,2019-01-10,2026-04-20 14:16:00,Ewallet,470.28,4.761904762,23.514,470.28,Afternoon,Thursday
307-83-9164,Alex,Yangon,Member,Home and lifestyle,60.01,4,12.002,252.042,2019-01-25,2026-04-20 15:54:00,Cash,240.04,4.761904762,12.002,240.04,Afternoon,Friday
779-06-0012,Giza,Naypyitaw,Member,Home and lifestyle,88.61,1,4.4305,93.0405,2019-01-19,2026-04-20 10:21:00,Cash,88.61,4.761904762,4.4305,88.61,Morning,Saturday
446-47-6729,Giza,Naypyitaw,Normal,Fashion accessories,99.82,2,9.982,209.622,2019-01-02,2026-04-20 18:09:00,Credit card,199.64,4.761904762,9.982,199.64,Evening,Wednesday
573-10-3877,Cairo,Mandalay,Member,Health and beauty,39.01,1,1.9505,40.9605,2019-03-12,2026-04-20 16:46:00,Credit card,39.01,4.761904762,1.9505,39.01,Afternoon,Tuesday
735-06-4124,Giza,Naypyitaw,Normal,Food and beverages,48.61,1,2.4305,51.0405,2019-02-25,2026-04-20 15:31:00,Cash,48.61,4.761904762,2.4305,48.61,Afternoon,Monday
439-54-7422,Alex,Yangon,Normal,Electronic accessories,51.19,4,10.238,214.998,2019-03-18,2026-04-20 17:15:00,Credit card,204.76,4.761904762,10.238,204.76,Afternoon,Monday
396-90-2219,Cairo,Mandalay,Normal,Electronic accessories,14.96,8,5.984,125.664,2019-02-23,2026-04-20 12:29:00,Cash,119.68,4.761904762,5.984,119.68,Afternoon,Saturday
411-77-0180,Alex,Yangon,Member,Electronic accessories,72.2,7,25.27,530.67,2019-03-26,2026-04-20 20:14:00,Ewallet,505.4,4.761904762,25.27,505.40000000000003,Evening,Tuesday
286-01-5402,Alex,Yangon,Normal,Sports and travel,40.23,7,14.0805,295.6905,2019-03-30,2026-04-20 13:22:00,Cash,281.61,4.761904762,14.0805,281.60999999999996,Afternoon,Saturday
803-17-8013,Alex,Yangon,Member,Home and lifestyle,88.79,8,35.516,745.836,2019-02-17,2026-04-20 17:09:00,Cash,710.32,4.761904762,35.516,710.32,Afternoon,Sunday
512-98-1403,Alex,Yangon,Member,Electronic accessories,26.48,3,3.972,83.412,2019-03-21,2026-04-20 10:40:00,Ewallet,79.44,4.761904762,3.972,79.44,Morning,Thursday
848-42-2560,Alex,Yangon,Normal,Fashion accessories,81.91,2,8.191,172.011,2019-03-05,2026-04-20 17:43:00,Cash,163.82,4.761904762,8.191,163.82,Afternoon,Tuesday
532-59-7201,Cairo,Mandalay,Member,Sports and travel,79.93,6,23.979,503.559,2019-01-31,2026-04-20 14:04:00,Cash,479.58,4.761904762,23.979,479.58000000000004,Afternoon,Thursday
181-94-6432,Giza,Naypyitaw,Member,Fashion accessories,69.33,2,6.933,145.593,2019-02-05,2026-04-20 19:05:00,Ewallet,138.66,4.761904762,6.933,138.66,Evening,Tuesday
870-76-1733,Alex,Yangon,Member,Food and beverages,14.23,5,3.5575,74.7075,2019-02-01,2026-04-20 10:08:00,Credit card,71.15,4.761904762,3.5575,71.15,Morning,Friday
423-64-4619,Alex,Yangon,Member,Health and beauty,15.55,9,6.9975,146.9475,2019-03-07,2026-04-20 13:12:00,Cash,139.95,4.761904762,6.9975,139.95000000000002,Afternoon,Thursday
227-07-4446,Giza,Naypyitaw,Member,Electronic accessories,78.13,10,39.065,820.365,2019-02-10,2026-04-20 20:51:00,Cash,781.3,4.761904762,39.065,781.3,Evening,Sunday
174-36-3675,Giza,Naypyitaw,Member,Food and beverages,99.37,2,9.937,208.677,2019-02-14,2026-04-20 17:29:00,Cash,198.74,4.761904762,9.937,198.74,Afternoon,Thursday
428-83-5800,Giza,Naypyitaw,Member,Food and beverages,21.08,3,3.162,66.402,2019-02-09,2026-04-20 10:25:00,Cash,63.24,4.761904762,3.162,63.239999999999995,Morning,Saturday
603-07-0961,Giza,Naypyitaw,Member,Electronic accessories,74.79,5,18.6975,392.6475,2019-01-10,2026-04-20 11:34:00,Cash,373.95,4.761904762,18.6975,373.95000000000005,Morning,Thursday
704-20-4138,Giza,Naypyitaw,Member,Health and beauty,29.67,7,10.3845,218.0745,2019-03-11,2026-04-20 18:58:00,Credit card,207.69,4.761904762,10.3845,207.69,Evening,Monday
787-15-1757,Giza,Naypyitaw,Member,Health and beauty,44.07,4,8.814,185.094,2019-02-18,2026-04-20 16:28:00,Ewallet,176.28,4.761904762,8.814,176.28,Afternoon,Monday
649-11-3678,Giza,Naypyitaw,Normal,Food and beverages,22.93,9,10.3185,216.6885,2019-02-26,2026-04-20 20:26:00,Cash,206.37,4.761904762,10.3185,206.37,Evening,Tuesday
622-20-1945,Giza,Naypyitaw,Normal,Health and beauty,39.42,1,1.971,41.391,2019-01-18,2026-04-20 15:08:00,Cash,39.42,4.761904762,1.971,39.42,Afternoon,Friday
372-94-8041,Alex,Yangon,Normal,Health and beauty,15.26,6,4.578,96.138,2019-02-15,2026-04-20 18:03:00,Ewallet,91.56,4.761904762,4.578,91.56,Evening,Friday
563-91-7120,Alex,Yangon,Normal,Fashion accessories,61.77,5,15.4425,324.2925,2019-03-08,2026-04-20 13:21:00,Cash,308.85,4.761904762,15.4425,308.85,Afternoon,Friday
746-54-5508,Alex,Yangon,Normal,Home and lifestyle,21.52,6,6.456,135.576,2019-01-17,2026-04-20 12:48:00,Credit card,129.12,4.761904762,6.456,129.12,Afternoon,Thursday
276-54-0879,Cairo,Mandalay,Normal,Sports and travel,97.74,4,19.548,410.508,2019-03-12,2026-04-20 19:53:00,Ewallet,390.96,4.761904762,19.548,390.96,Evening,Tuesday
815-11-1168,Alex,Yangon,Member,Food and beverages,99.78,5,24.945,523.845,2019-03-09,2026-04-20 19:09:00,Cash,498.9,4.761904762,24.945,498.9,Evening,Saturday
719-76-3868,Giza,Naypyitaw,Member,Food and beverages,94.26,4,18.852,395.892,2019-03-12,2026-04-20 16:30:00,Cash,377.04,4.761904762,18.852,377.04,Afternoon,Tuesday
730-61-8757,Cairo,Mandalay,Member,Health and beauty,51.13,4,10.226,214.746,2019-01-25,2026-04-20 10:11:00,Credit card,204.52,4.761904762,10.226,204.52,Morning,Friday
340-66-0321,Alex,Yangon,Member,Electronic accessories,36.36,4,7.272,152.712,2019-03-25,2026-04-20 13:07:00,Cash,145.44,4.761904762,7.272,145.44,Afternoon,Monday
868-81-1752,Cairo,Mandalay,Normal,Home and lifestyle,22.02,9,9.909,208.089,2019-02-07,2026-04-20 18:48:00,Cash,198.18,4.761904762,9.909,198.18,Evening,Thursday
634-97-8956,Alex,Yangon,Normal,Food and beverages,32.9,3,4.935,103.635,2019-02-17,2026-04-20 17:27:00,Credit card,98.7,4.761904762,4.935,98.69999999999999,Afternoon,Sunday
566-71-1091,Alex,Yangon,Normal,Fashion accessories,77.02,5,19.255,404.355,2019-02-03,2026-04-20 15:59:00,Cash,385.1,4.761904762,19.255,385.09999999999997,Afternoon,Sunday
442-48-3607,Alex,Yangon,Member,Food and beverages,23.48,2,2.348,49.308,2019-03-14,2026-04-20 11:21:00,Credit card,46.96,4.761904762,2.348,46.96,Morning,Thursday
835-16-0096,Giza,Naypyitaw,Member,Sports and travel,14.7,5,3.675,77.175,2019-03-24,2026-04-20 13:48:00,Ewallet,73.5,4.761904762,3.675,73.5,Afternoon,Sunday
527-09-6272,Alex,Yangon,Member,Electronic accessories,28.45,5,7.1125,149.3625,2019-03-21,2026-04-20 10:17:00,Credit card,142.25,4.761904762,7.1125,142.25,Morning,Thursday
898-04-2717,Alex,Yangon,Normal,Fashion accessories,76.4,9,34.38,721.98,2019-03-19,2026-04-20 15:49:00,Ewallet,687.6,4.761904762,34.38,687.6,Afternoon,Tuesday
692-27-8933,Cairo,Mandalay,Normal,Sports and travel,57.95,6,17.385,365.085,2019-02-24,2026-04-20 13:02:00,Cash,347.7,4.761904762,17.385,347.70000000000005,Afternoon,Sunday
633-09-3463,Giza,Naypyitaw,Normal,Electronic accessories,47.65,3,7.1475,150.0975,2019-03-28,2026-04-20 12:58:00,Credit card,142.95,4.761904762,7.1475,142.95,Afternoon,Thursday
374-17-3652,Cairo,Mandalay,Member,Food and beverages,42.82,9,19.269,404.649,2019-02-05,2026-04-20 15:26:00,Credit card,385.38,4.761904762,19.269,385.38,Afternoon,Tuesday
378-07-7001,Cairo,Mandalay,Member,Electronic accessories,48.09,3,7.2135,151.4835,2019-02-10,2026-04-20 18:23:00,Credit card,144.27,4.761904762,7.2135,144.27,Evening,Sunday
433-75-6987,Cairo,Mandalay,Member,Health and beauty,55.97,7,19.5895,411.3795,2019-03-05,2026-04-20 19:06:00,Ewallet,391.79,4.761904762,19.5895,391.78999999999996,Evening,Tuesday
873-95-4984,Cairo,Mandalay,Member,Health and beauty,76.9,7,26.915,565.215,2019-02-15,2026-04-20 20:21:00,Cash,538.3,4.761904762,26.915,538.3000000000001,Evening,Friday
416-13-5917,Giza,Naypyitaw,Normal,Food and beverages,97.03,5,24.2575,509.4075,2019-01-30,2026-04-20 16:24:00,Ewallet,485.15,4.761904762,24.2575,485.15,Afternoon,Wednesday
150-89-8043,Alex,Yangon,Normal,Sports and travel,44.65,3,6.6975,140.6475,2019-02-14,2026-04-20 15:04:00,Cash,133.95,4.761904762,6.6975,133.95,Afternoon,Thursday
135-84-8019,Alex,Yangon,Normal,Fashion accessories,77.93,9,35.0685,736.4385,2019-02-27,2026-04-20 16:10:00,Ewallet,701.37,4.761904762,35.0685,701.3700000000001,Afternoon,Wednesday
441-94-7118,Alex,Yangon,Member,Electronic accessories,71.95,1,3.5975,75.5475,2019-02-04,2026-04-20 12:14:00,Cash,71.95,4.761904762,3.5975,71.95,Afternoon,Monday
725-96-3778,Giza,Naypyitaw,Member,Home and lifestyle,89.25,8,35.7,749.7,2019-01-20,2026-04-20 10:13:00,Cash,714.0,4.761904762,35.7,714.0,Morning,Sunday
531-80-1784,Alex,Yangon,Normal,Electronic accessories,26.02,7,9.107,191.247,2019-03-28,2026-04-20 17:38:00,Cash,182.14,4.761904762,9.107,182.14,Afternoon,Thursday
400-45-1220,Cairo,Mandalay,Normal,Health and beauty,13.5,10,6.75,141.75,2019-02-27,2026-04-20 11:06:00,Credit card,135.0,4.761904762,6.75,135.0,Morning,Wednesday
860-79-0874,Giza,Naypyitaw,Member,Fashion accessories,99.3,10,49.65,1042.65,2019-02-15,2026-04-20 14:53:00,Credit card,993.0,4.761904762,49.65,993.0,Afternoon,Friday
834-61-8124,Alex,Yangon,Normal,Electronic accessories,51.69,7,18.0915,379.9215,2019-01-26,2026-04-20 18:22:00,Cash,361.83,4.761904762,18.0915,361.83,Evening,Saturday
115-99-4379,Cairo,Mandalay,Member,Fashion accessories,54.73,7,19.1555,402.2655,2019-03-14,2026-04-20 19:02:00,Credit card,383.11,4.761904762,19.1555,383.10999999999996,Evening,Thursday
565-67-6697,Cairo,Mandalay,Member,Home and lifestyle,27.0,9,12.15,255.15,2019-03-02,2026-04-20 14:16:00,Cash,243.0,4.761904762,12.15,243.0,Afternoon,Saturday
320-49-6392,Giza,Naypyitaw,Normal,Electronic accessories,30.24,1,1.512,31.752,2019-03-04,2026-04-20 15:44:00,Cash,30.24,4.761904762,1.512,30.24,Afternoon,Monday
889-04-9723,Cairo,Mandalay,Member,Food and beverages,89.14,4,17.828,374.388,2019-01-07,2026-04-20 12:20:00,Credit card,356.56,4.761904762,17.828,356.56,Afternoon,Monday
632-90-0281,Giza,Naypyitaw,Normal,Fashion accessories,37.55,10,18.775,394.275,2019-03-08,2026-04-20 20:01:00,Credit card,375.5,4.761904762,18.775,375.5,Evening,Friday
554-42-2417,Giza,Naypyitaw,Normal,Sports and travel,95.44,10,47.72,1002.12,2019-01-09,2026-04-20 13:45:00,Cash,954.4,4.761904762,47.72,954.4,Afternoon,Wednesday
453-63-6187,Cairo,Mandalay,Normal,Electronic accessories,27.5,3,4.125,86.625,2019-03-01,2026-04-20 15:40:00,Ewallet,82.5,4.761904762,4.125,82.5,Afternoon,Friday
578-80-7669,Cairo,Mandalay,Normal,Sports and travel,74.97,1,3.7485,78.7185,2019-03-16,2026-04-20 16:58:00,Cash,74.97,4.761904762,3.7485,74.97,Afternoon,Saturday
612-36-5536,Alex,Yangon,Member,Food and beverages,80.96,8,32.384,680.064,2019-02-17,2026-04-20 11:12:00,Credit card,647.68,4.761904762,32.384,647.68,Morning,Sunday
605-72-4132,Giza,Naypyitaw,Normal,Food and beverages,94.47,8,37.788,793.548,2019-02-27,2026-04-20 15:12:00,Cash,755.76,4.761904762,37.788,755.76,Afternoon,Wednesday
471-41-2823,Giza,Naypyitaw,Normal,Food and beverages,99.79,2,9.979,209.559,2019-03-07,2026-04-20 20:37:00,Ewallet,199.58,4.761904762,9.979,199.58,Evening,Thursday
462-67-9126,Alex,Yangon,Normal,Home and lifestyle,73.22,6,21.966,461.286,2019-01-21,2026-04-20 17:44:00,Cash,439.32,4.761904762,21.966,439.32,Afternoon,Monday
272-27-9238,Giza,Naypyitaw,Normal,Food and beverages,41.24,4,8.248,173.208,2019-02-19,2026-04-20 16:23:00,Cash,164.96,4.761904762,8.248,164.96,Afternoon,Tuesday
834-25-9262,Giza,Naypyitaw,Normal,Fashion accessories,81.68,4,16.336,343.056,2019-01-06,2026-04-20 12:12:00,Cash,326.72,4.761904762,16.336,326.72,Afternoon,Sunday
122-61-9553,Giza,Naypyitaw,Normal,Electronic accessories,51.32,9,23.094,484.974,2019-03-14,2026-04-20 19:33:00,Cash,461.88,4.761904762,23.094,461.88,Evening,Thursday
468-88-0009,Alex,Yangon,Member,Home and lifestyle,65.94,4,13.188,276.948,2019-03-24,2026-04-20 10:29:00,Cash,263.76,4.761904762,13.188,263.76,Morning,Sunday
613-59-9758,Giza,Naypyitaw,Normal,Sports and travel,14.36,10,7.18,150.78,2019-01-27,2026-04-20 14:28:00,Cash,143.6,4.761904762,7.18,143.6,Afternoon,Sunday
254-31-0042,Alex,Yangon,Member,Electronic accessories,21.5,9,9.675,203.175,2019-03-06,2026-04-20 12:46:00,Credit card,193.5,4.761904762,9.675,193.5,Afternoon,Wednesday
201-86-2184,Cairo,Mandalay,Member,Electronic accessories,26.26,7,9.191,193.011,2019-02-02,2026-04-20 19:40:00,Cash,183.82,4.761904762,9.191,183.82000000000002,Evening,Saturday
261-12-8671,Cairo,Mandalay,Normal,Fashion accessories,60.96,2,6.096,128.016,2019-01-25,2026-04-20 19:39:00,Credit card,121.92,4.761904762,6.096,121.92,Evening,Friday
730-70-9830,Giza,Naypyitaw,Normal,Home and lifestyle,70.11,6,21.033,441.693,2019-03-14,2026-04-20 17:54:00,Ewallet,420.66,4.761904762,21.033,420.65999999999997,Afternoon,Thursday
382-25-8917,Giza,Naypyitaw,Normal,Fashion accessories,42.08,6,12.624,265.104,2019-01-29,2026-04-20 12:25:00,Cash,252.48,4.761904762,12.624,252.48,Afternoon,Tuesday
422-29-8786,Alex,Yangon,Normal,Home and lifestyle,67.09,5,16.7725,352.2225,2019-01-03,2026-04-20 16:47:00,Credit card,335.45,4.761904762,16.7725,335.45000000000005,Afternoon,Thursday
667-23-5919,Alex,Yangon,Member,Fashion accessories,96.7,5,24.175,507.675,2019-01-14,2026-04-20 12:52:00,Ewallet,483.5,4.761904762,24.175,483.5,Afternoon,Monday
843-01-4703,Cairo,Mandalay,Member,Home and lifestyle,35.38,9,15.921,334.341,2019-01-05,2026-04-20 19:50:00,Credit card,318.42,4.761904762,15.921,318.42,Evening,Saturday
743-88-1662,Giza,Naypyitaw,Normal,Sports and travel,95.49,7,33.4215,701.8515,2019-02-22,2026-04-20 18:17:00,Ewallet,668.43,4.761904762,33.4215,668.43,Evening,Friday
595-86-2894,Giza,Naypyitaw,Member,Fashion accessories,96.98,4,19.396,407.316,2019-02-06,2026-04-20 17:20:00,Ewallet,387.92,4.761904762,19.396,387.92,Afternoon,Wednesday
182-69-8360,Cairo,Mandalay,Normal,Electronic accessories,23.65,4,4.73,99.33,2019-01-30,2026-04-20 13:32:00,Credit card,94.6,4.761904762,4.73,94.6,Afternoon,Wednesday
289-15-7034,Alex,Yangon,Member,Sports and travel,82.33,4,16.466,345.786,2019-01-11,2026-04-20 10:37:00,Credit card,329.32,4.761904762,16.466,329.32,Morning,Friday
462-78-5240,Giza,Naypyitaw,Normal,Electronic accessories,26.61,2,2.661,55.881,2019-03-19,2026-04-20 14:35:00,Cash,53.22,4.761904762,2.661,53.22,Afternoon,Tuesday
868-52-7573,Cairo,Mandalay,Normal,Food and beverages,99.69,5,24.9225,523.3725,2019-01-14,2026-04-20 12:09:00,Cash,498.45,4.761904762,24.9225,498.45,Afternoon,Monday
153-58-4872,Giza,Naypyitaw,Member,Food and beverages,74.89,4,14.978,314.538,2019-03-01,2026-04-20 15:32:00,Ewallet,299.56,4.761904762,14.978,299.56,Afternoon,Friday
662-72-2873,Alex,Yangon,Normal,Food and beverages,40.94,5,10.235,214.935,2019-01-06,2026-04-20 13:58:00,Ewallet,204.7,4.761904762,10.235,204.7,Afternoon,Sunday
525-88-7307,Cairo,Mandalay,Member,Sports and travel,75.82,1,3.791,79.611,2019-01-31,2026-04-20 13:19:00,Cash,75.82,4.761904762,3.791,75.82,Afternoon,Thursday
689-16-9784,Giza,Naypyitaw,Normal,Food and beverages,46.77,6,14.031,294.651,2019-03-11,2026-04-20 13:37:00,Cash,280.62,4.761904762,14.031,280.62,Afternoon,Monday
725-56-0833,Alex,Yangon,Normal,Health and beauty,32.32,10,16.16,339.36,2019-02-20,2026-04-20 16:49:00,Credit card,323.2,4.761904762,16.16,323.2,Afternoon,Wednesday
394-41-0748,Giza,Naypyitaw,Member,Fashion accessories,54.07,9,24.3315,510.9615,2019-01-27,2026-04-20 14:55:00,Ewallet,486.63,4.761904762,24.3315,486.63,Afternoon,Sunday
596-42-3999,Cairo,Mandalay,Normal,Food and beverages,18.22,7,6.377,133.917,2019-03-10,2026-04-20 14:04:00,Credit card,127.54,4.761904762,6.377,127.53999999999999,Afternoon,Sunday
541-89-9860,Giza,Naypyitaw,Member,Fashion accessories,80.48,3,12.072,253.512,2019-02-15,2026-04-20 12:31:00,Cash,241.44,4.761904762,12.072,241.44,Afternoon,Friday
173-82-9529,Cairo,Mandalay,Normal,Fashion accessories,37.95,10,18.975,398.475,2019-01-26,2026-04-20 14:51:00,Cash,379.5,4.761904762,18.975,379.5,Afternoon,Saturday
563-36-9814,Alex,Yangon,Member,Electronic accessories,76.82,1,3.841,80.661,2019-02-13,2026-04-20 18:27:00,Ewallet,76.82,4.761904762,3.841,76.82,Evening,Wednesday
308-47-4913,Alex,Yangon,Member,Sports and travel,52.26,10,26.13,548.73,2019-03-09,2026-04-20 12:45:00,Credit card,522.6,4.761904762,26.13,522.6,Afternoon,Saturday
885-17-6250,Alex,Yangon,Normal,Health and beauty,79.74,1,3.987,83.727,2019-03-06,2026-04-20 10:36:00,Ewallet,79.74,4.761904762,3.987,79.74,Morning,Wednesday
726-27-2396,Alex,Yangon,Normal,Health and beauty,77.5,5,19.375,406.875,2019-01-24,2026-04-20 20:36:00,Ewallet,387.5,4.761904762,19.375,387.5,Evening,Thursday
316-01-3952,Alex,Yangon,Normal,Food and beverages,54.27,5,13.5675,284.9175,2019-03-13,2026-04-20 14:16:00,Ewallet,271.35,4.761904762,13.5675,271.35,Afternoon,Wednesday
760-54-1821,Cairo,Mandalay,Normal,Home and lifestyle,13.59,9,6.1155,128.4255,2019-03-15,2026-04-20 10:26:00,Cash,122.31,4.761904762,6.1155,122.31,Morning,Friday
793-10-3222,Cairo,Mandalay,Member,Health and beauty,41.06,6,12.318,258.678,2019-03-05,2026-04-20 13:30:00,Credit card,246.36,4.761904762,12.318,246.36,Afternoon,Tuesday
346-12-3257,Cairo,Mandalay,Member,Electronic accessories,19.24,9,8.658,181.818,2019-03-04,2026-04-20 16:28:00,Cash,173.16,4.761904762,8.658,173.16,Afternoon,Monday
110-05-6330,Giza,Naypyitaw,Normal,Food and beverages,39.43,6,11.829,248.409,2019-03-25,2026-04-20 20:18:00,Credit card,236.58,4.761904762,11.829,236.57999999999998,Evening,Monday
651-61-0874,Giza,Naypyitaw,Normal,Home and lifestyle,46.22,4,9.244,194.124,2019-03-12,2026-04-20 20:04:00,Credit card,184.88,4.761904762,9.244,184.88,Evening,Tuesday
236-86-3015,Giza,Naypyitaw,Member,Home and lifestyle,13.98,1,0.699,14.679,2019-02-04,2026-04-20 13:38:00,Ewallet,13.98,4.761904762,0.699,13.98,Afternoon,Monday
831-64-0259,Cairo,Mandalay,Normal,Fashion accessories,39.75,5,9.9375,208.6875,2019-02-22,2026-04-20 10:43:00,Ewallet,198.75,4.761904762,9.9375,198.75,Morning,Friday
587-03-7455,Giza,Naypyitaw,Member,Fashion accessories,97.79,7,34.2265,718.7565,2019-02-16,2026-04-20 17:30:00,Ewallet,684.53,4.761904762,34.2265,684.5300000000001,Afternoon,Saturday
882-40-4577,Alex,Yangon,Member,Sports and travel,67.26,4,13.452,282.492,2019-01-19,2026-04-20 15:28:00,Credit card,269.04,4.761904762,13.452,269.04,Afternoon,Saturday
732-67-5346,Alex,Yangon,Normal,Food and beverages,13.79,5,3.4475,72.3975,2019-01-11,2026-04-20 19:07:00,Credit card,68.95,4.761904762,3.4475,68.94999999999999,Evening,Friday
725-32-9708,Cairo,Mandalay,Member,Fashion accessories,68.71,4,13.742,288.582,2019-01-04,2026-04-20 19:01:00,Cash,274.84,4.761904762,13.742,274.84,Evening,Friday
256-08-8343,Alex,Yangon,Normal,Home and lifestyle,56.53,4,11.306,237.426,2019-03-04,2026-04-20 19:48:00,Ewallet,226.12,4.761904762,11.306,226.12,Evening,Monday
372-26-1506,Giza,Naypyitaw,Normal,Fashion accessories,23.82,5,5.955,125.055,2019-01-28,2026-04-20 19:24:00,Ewallet,119.1,4.761904762,5.955,119.1,Evening,Monday
244-08-0162,Cairo,Mandalay,Normal,Health and beauty,34.21,10,17.105,359.205,2019-01-02,2026-04-20 13:00:00,Cash,342.1,4.761904762,17.105,342.1,Afternoon,Wednesday
569-71-4390,Cairo,Mandalay,Normal,Sports and travel,21.87,2,2.187,45.927,2019-01-25,2026-04-20 14:29:00,Ewallet,43.74,4.761904762,2.187,43.74,Afternoon,Friday
132-23-6451,Alex,Yangon,Member,Health and beauty,20.97,5,5.2425,110.0925,2019-01-04,2026-04-20 13:21:00,Cash,104.85,4.761904762,5.2425,104.85,Afternoon,Friday
696-90-2548,Alex,Yangon,Normal,Sports and travel,25.84,3,3.876,81.396,2019-03-10,2026-04-20 18:55:00,Ewallet,77.52,4.761904762,3.876,77.52,Evening,Sunday
472-15-9636,Alex,Yangon,Normal,Home and lifestyle,50.93,8,20.372,427.812,2019-03-22,2026-04-20 19:36:00,Ewallet,407.44,4.761904762,20.372,407.44,Evening,Friday
268-03-6164,Cairo,Mandalay,Normal,Health and beauty,96.11,1,4.8055,100.9155,2019-01-25,2026-04-20 16:28:00,Ewallet,96.11,4.761904762,4.8055,96.11,Afternoon,Friday
750-57-9686,Giza,Naypyitaw,Normal,Home and lifestyle,45.38,4,9.076,190.596,2019-01-08,2026-04-20 13:48:00,Credit card,181.52,4.761904762,9.076,181.52,Afternoon,Tuesday
186-09-3669,Giza,Naypyitaw,Member,Health and beauty,81.51,1,4.0755,85.5855,2019-01-22,2026-04-20 10:57:00,Ewallet,81.51,4.761904762,4.0755,81.51,Morning,Tuesday
848-07-1692,Cairo,Mandalay,Normal,Health and beauty,57.22,2,5.722,120.162,2019-01-12,2026-04-20 17:13:00,Ewallet,114.44,4.761904762,5.722,114.44,Afternoon,Saturday
745-71-3520,Alex,Yangon,Member,Electronic accessories,25.22,7,8.827,185.367,2019-02-04,2026-04-20 10:23:00,Cash,176.54,4.761904762,8.827,176.54,Morning,Monday
266-76-6436,Giza,Naypyitaw,Member,Food and beverages,38.6,3,5.79,121.59,2019-03-28,2026-04-20 13:57:00,Ewallet,115.8,4.761904762,5.79,115.80000000000001,Afternoon,Thursday
740-22-2500,Giza,Naypyitaw,Normal,Electronic accessories,84.05,3,12.6075,264.7575,2019-01-23,2026-04-20 13:29:00,Cash,252.15,4.761904762,12.6075,252.14999999999998,Afternoon,Wednesday
271-88-8734,Giza,Naypyitaw,Member,Fashion accessories,97.21,10,48.605,1020.705,2019-02-08,2026-04-20 13:00:00,Credit card,972.1,4.761904762,48.605,972.0999999999999,Afternoon,Friday
301-81-8610,Cairo,Mandalay,Member,Fashion accessories,25.42,8,10.168,213.528,2019-03-19,2026-04-20 19:42:00,Credit card,203.36,4.761904762,10.168,203.36,Evening,Tuesday
489-64-4354,Giza,Naypyitaw,Normal,Fashion accessories,16.28,1,0.814,17.094,2019-03-09,2026-04-20 15:36:00,Cash,16.28,4.761904762,0.814,16.28,Afternoon,Saturday
198-84-7132,Cairo,Mandalay,Member,Fashion accessories,40.61,9,18.2745,383.7645,2019-01-02,2026-04-20 13:40:00,Cash,365.49,4.761904762,18.2745,365.49,Afternoon,Wednesday
269-10-8440,Alex,Yangon,Member,Health and beauty,53.17,7,18.6095,390.7995,2019-01-21,2026-04-20 18:01:00,Cash,372.19,4.761904762,18.6095,372.19,Evening,Monday
